pathway	external_id	source	hgnc_symbol_ids
HIV Infection	R-HSA-162906	Reactome	"AAAS,NUPL2,NCBP2,AP1M2,AP1M1,VPS37B,CHMP2B,B2M,CHMP2A,CCNT1,NUP43,NCBP1,RARA,RAN,SUPT5H,NDC1,ELOC,LIG4,NELFB,TAF4B,LIG1,NUP214,CUL5,NUP210,MIR3960,NELFA,NUP98,NUP93,SLC25A6,SLC25A5,SLC25A4,ATP6V1H,NMT2,NMT1,NELFE,TAF13,GTF2F1,GTF2F2,SUPT4H1,KPNA1,UBC,RBX1,CCNH,ELMO1,PAK2,CCNK,TSG101,NUP58,SEH1L,DOCK2,HLA-A,RPS27A,NUP85,FEN1,RNGTT,XRCC5,AP2B1,XRCC6,XPO1,GTF2E1,AP2S1,CCNT2,MIR2861,VPS37D,VPS37C,PPIAP22,VPS37A,GTF2B,SUPT16H,UBA52,RNF103-CHMP3,FURIN,VTA1,NUP160,POM121,UBB,CDK7,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,ELOA2,POLR2C,POLR2B,HCK,GTF2H4,POLR2I,POLR2H,POLR2K,POLR2J,TAF7,TAF6,TAF5,TAF4,TAF3,TAF2,TAF1,AP1G1,MIR1257,TAF9,NUP153,NUP205,NUP155,LCK,MIR943,NUP133,RANGAP1,CTDP1,CD4,TAF12,TAF11,TAF10,ELOB,CCR5,ELOA,CHMP3,NUP88,CHMP7,CHMP6,CHMP5,NUP62,SKP1,ARF1,AP2M1,RANBP1,CHMP4B,RANBP2,MIR3620,ERCC3,ELL,NUP107,TCEA1,VPS4A,VPS4B,PSIP1,MNAT1,CD8B,NUP50,ALK,NELFCD,NUP54,APOBEC3G,APOBEC3F,TAF1L,BANF1,CD247,TBP,TAF9B,PPIA,AP1S1,AP1S2,SSRP1,CHMP4A,ERCC2,CHMP4C,CDK9,CD28,GTF2A1,GTF2A2,AP1S3,MIR1236,ELOA3B,ELOA3D,TCEA1P2,VPS28,FYN,RAE1,XRCC4,NUP188,CXCR4,AP1B1,POLR2L,RNMT,RAC1,GTF2H3,GTF2H2,GTF2H1,KPNB1,GTF2E2,GTF2H5,ELOA3,AP2A1,AP2A2,HMGA1,NPM1,PACS1,RCC1,TAF7L,BTRC,NUP35,PDCD6IP,NUP37,NEDD4L,TPR"
Meiotic recombination	R-HSA-912446	Reactome	"HIST1H4C,HIST1H4B,HIST1H4A,HIST2H3A,HIST1H4E,HIST1H4D,HIST1H2AK,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H3I,HIST1H4L,HIST1H2BL,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H3H,HIST1H2AC,HIST1H4F,HIST4H4,H2AFB1,HIST2H2AC,HIST1H4K,HIST1H2BC,SPO11,H3F3B,H3F3A,HIST2H2AA3,HIST2H2AA4,H2BFS,HIST2H3C,HIST2H3D,HIST1H3B,HIST1H3C,HIST1H2BF,HIST1H2BG,HIST1H3F,HIST1H3G,HIST1H2BB,HIST1H3E,HIST1H3J,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,HIST1H2BD,H2AFV,HIST1H2AB,MIR4738,H2AFX,H2AFZ,HIST1H3A,HIST2H4A,HIST1H3D,HIST3H2BB,HIST1H2BE,PRDM9,H2AFJ,HIST1H2BA"
Peptide chain elongation	R-HSA-156902	Reactome	"MIR6850,RPL22,RPL22L1,TRIM24,MIR6805,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,RPL36AP37,RPL39L,UBA52,RPS15,RPL37A,RPL8,RPL9,RPL6,RPL7,RPL27A,RPL5,RPL3,RPL7A,RPS9,RPL10A,RPS4Y2,RPS28P7,RPL39P3,RPSAP58,RPLP2,RPLP1,RPLP0,RPL18A,RPL35A,RPS15A,RPS7,RPS6,RPS5,RPS3,RPS2,RPL36AL,RPL41,RPS8,RPS28P4,RPS4Y1,RPS27L,RPL13A,RPL4,RPS26,RPS27,RPS24,RPS27A,RPS23,RPS20,RPS21,RPS28,RPS29,RPS4X,RPSA,RPS3A,RPL10L,RPS13,RPS12,RPS11,RPS10,RPS17,RPS16,RPL23A,RPS14,EEF1A1,RPS19,RPS18,RPL3L,RPS25,RPL23,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,RPL21P16,FAU,RPS26P25,RPS26P20,RPL14,RPL26L1,RPL38,RPL39,RPL36,RPL37,RPL34,RPL35,RPL32,RPL30,RPL31,RPL36A,RPL23AP42,EEF2"
Eukaryotic Translation Elongation	R-HSA-156842	Reactome	"RPL23,RPL22,RPL22L1,RPS26,TRIM24,MIR6805,RPL15,RPL17,RPL10,RPL11,RPL12,RPL13,RPL18,RPL19,RPL36AP37,EEF1G,EEF1D,RPL39L,UBA52,RPS15,RPL37A,RPL8,RPL9,RPL6,RPL7,RPL27A,RPL5,RPL3,RPL7A,RPS9,RPL10A,RPS4Y2,RPS28P7,RPL39P3,RPS19,RPSAP58,RPLP2,RPLP1,RPLP0,RPL18A,RPL35A,RPS15A,RPS7,RPS6,RPS5,RPS3,RPS2,RPL36AL,RPL41,RPS8,RPS28P4,RPS4Y1,RPS27L,RPL21P16,RPL13A,RPL4,RPL36A,RPS27,RPS24,RPS27A,RPS23,RPS20,RPS21,RPS28,EEF1B2,RPS4X,RPSA,RPS3A,RPL10L,RPS13,RPS12,RPS11,RPS10,RPS17,RPS16,RPL23A,RPS14,EEF1A1,EEF1A2,RPS18,RPL3L,RPS25,RPL29,RPL28,RPL24,RPL27,RPL26,RPL21,MIR6850,FAU,RPS26P25,RPS26P20,EEF1A1P5,RPS29,RPL14,RPL26L1,RPL38,RPL39,RPL36,RPL37,RPL34,RPL35,RPL32,RPL30,RPL31,RPL23AP42,EEF2"
zymosterol biosynthesis	PWY-6074	HumanCyc	"MSMO1,LBR,TM7SF2,NSDHL,CYP51A1,HSD17B7"
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	R-HSA-880009	Reactome	"L2HGDH,D2HGDH,ADHFE1"
FOXA1 transcription factor network	hnf3apathway	PID	"SFTPD,MIR7109,CDKN1B,TFF1,ATP5J,DSCAM,MIR1281,XBP1,NDUFV3,NCOA3,SCGB1A1,APOB,C4BPB,FOS,JUN,NR2F2,FOXA2,SFTPA2,SFTPA1,AP1B1,BRCA1,CEBPB,GCG,SERPINA1,COL18A1,SP1,SOD1,VTN,AR,SHH,EP300,NFIC,NFIB,NFIA,PRDM15,ESR1,PISD,NRIP1,INS,FOXA1,FOXA3,KLK3,CYP2C18,NKX3-1,CREBBP,POU2F1"
Degradation of cysteine and homocysteine	R-HSA-1614558	Reactome	"SQRDL,CSAD,CDO1,ADO,TST,CTH,SUOX,ETHE1,SLC25A10"
chondroitin sulfate degradation (metazoa)	PWY-6573	HumanCyc	"ARSB,HEXA,HYAL1,HEXB,GALNS,HYAL4,SPAM1"
Condensation of Prophase Chromosomes	R-HSA-2299718	Reactome	"MCPH1,HIST1H4B,HIST1H4A,NCAPG2,HIST1H4F,HIST1H4C,HIST1H4D,PLK1,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H3I,HIST1H4L,HIST1H2BL,RB1,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST1H2BC,HIST2H4B,HIST1H3H,HIST1H2AC,HIST2H4A,HIST2H3A,SET,HIST1H4E,SMC2,SMC4,H2AFB1,HIST2H2AC,NCAPH2,HIST1H2AK,HIST1H4K,H3F3B,HIST1H2BG,HIST2H2AA3,HIST2H2AA4,H2BFS,HIST2H3C,KMT5A,H3F3A,HIST4H4,CCNB1,NCAPD3,HIST1H2BD,HIST1H3C,HIST1H2BF,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H2BB,HIST1H3E,HIST1H3J,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,HIST1H3B,H2AFV,HIST1H2AB,MIR4738,H2AFX,H2AFZ,CDK1,HIST2H3D,PHF8,HIST1H3D,HIST3H2BB,HIST1H2BE,HIST3H3,H2AFJ,HIST1H2BA"
Synthesis of dolichyl-phosphate mannose	R-HSA-162699	Reactome	"DPM3,DPM2,DPM1"
Regulation of TP53 Expression	R-HSA-6804754	Reactome	"TP53,PRDM1"
GPCR GroupI metabotropic glutamate receptor	None	INOH	"PLCB1,MAP2K2,MAP2K1,ARAF,RAF1,MAPK3,GNB5,MAPK1,GRM5,GRM1,GNGT2,PRKCI,PRKCH,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCE,PRKCD,GNB3,PRKCZ,PRKCG,PRKCQ,ITPR3,ITPR1,GNAQ,BRAF"
Activation of Na-permeable Kainate Receptors	R-HSA-451307	Reactome	"GRIK1,GRIK2"
"Activation of NIMA Kinases NEK9, NEK6, NEK7"	R-HSA-2980767	Reactome	"NEK6,NEK7,CCNB1,CCNB2,PLK1,NEK9,CDK1"
glutathione-mediated detoxification	PWY-4061	HumanCyc	"GSTA4,GSTZ1,GSTA1,GSTA2,GSTA3,MGST2,MGST3,MGST1,GSTA5,KYAT1,KYAT3,GGH,GSTO2,GSTT2B,GSTT2,GSTT1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTP1,ANPEP,GSTK1"
Meiotic synapsis	R-HSA-1221632	Reactome	"HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,ATR,HIST2H2BE,MIR3610,HIST2H4B,HIST2H4A,HIST4H4,H2BFS,SYCP2,SMC3,HIST1H2BI,SMC1A,BRCA1,SMC1B,RAD21,STAG2,STAG3,STAG1,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST3H2BB,HIST1H2BA,HIST1H2BB,HIST1H2BC,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,SYCP3,HIST1H2BJ,HIST1H2BK,H2AFX,REC8,HIST3H3"
Meiosis	R-HSA-1500620	Reactome	"HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H2AK,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H3I,HIST1H4L,HIST1H2BL,ATR,SMC1A,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,MIR3610,HIST2H4B,HIST1H2BN,HIST1H2AC,HIST2H4A,HIST2H3A,HIST4H4,H2BFS,HIST1H2BH,SMC3,H2AFB1,HIST1H2BI,HIST1H4K,HIST1H2BC,SPO11,H3F3B,HIST1H2BG,HIST2H2AA3,HIST2H2AA4,BRCA1,HIST2H3C,SMC1B,H3F3A,RAD21,STAG2,STAG3,HIST2H2AC,STAG1,HIST1H2BD,HIST1H3C,HIST1H2BF,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H2BB,HIST1H3E,HIST1H3J,HIST1H2BM,HIST1H3H,HIST1H2BO,SYCP2,SYCP3,HIST1H2BJ,HIST1H2BK,HIST1H3B,H2AFV,HIST1H2AB,MIR4738,H2AFX,H2AFZ,REC8,HIST2H3D,HIST1H3D,HIST3H2BB,HIST1H2BE,HIST3H3,PRDM9,H2AFJ,HIST1H2BA"
taurine biosynthesis	PWY-5331	HumanCyc	"ADO,CSAD,CDO1"
C20 prostanoid biosynthesis	PWY66-374	HumanCyc	"PTGS2,PTGS1,TBXAS1,PTGES3,PTGES2,PTGIS,PTGDS,PTGES,HPGDS"
Clearance of Nuclear Envelope Membranes from Chromatin	R-HSA-2993913	Reactome	"EMD,TMPO,VRK1,VRK2,BANF1,LEMD3,LEMD2"
sucrose degradation	PWY66-373	HumanCyc	"TPI1,TKFC,SI,KHK,ALDOA,GALM,ALDOC,ALDOB"
RHO GTPases activate PKNs	R-HSA-5625740	Reactome	"HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,HIST1H4K,HIST1H4J,HIST1H4I,HIST1H4H,HIST1H4L,MYL6,MYL9,H2AFB1,H2BFS,HIST2H3D,KLK2,KLK3,HIST3H2BB,KDM1A,H2AFV,H2AFX,H2AFZ,SFN,H2AFJ,H3F3B,H3F3A,PPP1R14A,CDC25C,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST2H3C,HIST1H2BA,HIST2H3A,HIST1H2BC,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,HIST1H3A,MYH10,MYH11,MYH14,HIST1H2BB,RHOC,RHOB,RHOA,NCOA2,MYH9,PPP1R12A,PPP1R12B,HIST2H2AA3,HIST2H2AA4,MYL12B,HIST1H2AK,MIR4738,HIST2H2BE,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H2AC,HIST1H2AB,YWHAZ,HIST4H4,YWHAQ,KDM4C,YWHAH,YWHAB,HIST2H4A,YWHAG,YWHAE,RAC1,PKN1,PKN3,PKN2,HIST1H3B,HIST1H3C,AR,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3H,HIST1H3I,HIST2H2AC,PPP1CB,PDPK1"
leucine degradation	LEU-DEG2-PWY	HumanCyc	"IVD,DLD,HMGCL,AUH,HMGCLL1,BCAT2,BCAT1,MCCC2,BCKDHB,BCKDHA,DBT,MCCC1"
Entry of Influenza Virion into Host Cell via Endocytosis	R-HSA-168275	Reactome	"CLTA,CLTC"
GPCR signaling-G alpha i	None	INOH	"LIF,RGS6,EPO,CCK,RGS18,BDNF,AGT,EGF,IFNW1,CXCR2,WNT10A,WNT10B,WNT8B,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,IFNA10,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,ADCY5,IFNG,ADCY6,NRG1,BMP4,FASLG,SCT,KITLG,NRG3,BMP2,DBI,PYY,BMP5,ADCY7,BMP3,ADCY1,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,WNT1,WNT7B,NGF,IL13,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,IL16,IL1A,FZD10,RGS19,GAST,TGFA,ADORA2A,ADORA2B,GCG,IHH,OXT,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,IGF2,TRH,IGF1,GRP,FZD1,GAL,FGF7,VEGFD,MSTN,VEGFA,FGF9,FGF8,GH1,FGF6,FGF5,FGF4,FGF3,NRG2,FGF1,INHA,EDN2,PRL,GNAS,SST,AVP,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,SMO,SHH,TNFSF10,ADCY10,NRG4,IL1B,CD86,GNAI2,GNAI1,AREG,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,IFNB1,HBEGF,FGF19,FGF18,WNT6,FGF13,FGF11,FGF10,FGF17,FGF16,FGF14,RGS16,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,POMC,NDP,RGS5,RGS17,FGF2,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,IFNA1,KNG1,IFNA7,IFNA6,IFNA5,IFNA4,LEP,IL7,IL4,IL5,EREG,GNRH1,BMP7,RGS14,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,TAC1,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,RGS7,RGS1,RGS2,RGS3,JAG2,PPY,JAG1,RGS8,RGS9,GDNF,WNT2B,PDGFA,PDGFB,BTC,DHH,MLN,TXLNA,IL11,WNT4,TNF,WNT16,HGF,GIP,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,GNGT2,WNT9A,GDF2,CALCA,CALCB,WNT11"
Activation of Ca-permeable Kainate Receptor	R-HSA-451308	Reactome	"DLG1,DLG3,GRIK3,CALM2,DLG4,CALM1,GRIK1,GRIK2,NCALD,GRIK4,GRIK5,CALM3"
Ionotropic activity of Kainate Receptors	R-HSA-451306	Reactome	"DLG1,DLG3,GRIK3,CALM2,DLG4,CALM1,GRIK1,GRIK2,NCALD,GRIK4,GRIK5,CALM3"
Synthesis of dolichyl-phosphate-glucose	R-HSA-480985	Reactome	"NUDT14,ALG5"
Toxicity of botulinum toxin type A (BoNT/A)	R-HSA-5250968	Reactome	"SV2A,SNAP25,SV2C,SV2B"
Heme biosynthesis	R-HSA-189451	Reactome	"HMBS,ALAD,ALAS1,COX10,UROS,CPOX,PPOX,ALAS2,UROD,COX15,FECH"
LDL-mediated lipid transport	R-HSA-171052	Reactome	"SOAT2,PCSK9,SOAT1,CLTA,CLTC,AP2B1,APOF,AP2S1,APOB,AP2M1,NPC2,NPC1,LSR,LIPA,CETP,MIR6886,NCEH1,LDLR,AP2A1,MIR4709,AP2A2,LPA,LDLRAP1"
Depolymerisation of the Nuclear Lamina	R-HSA-4419969	Reactome	"CCNB1,LMNB1,LPIN2,LPIN3,CTDNEP1,LPIN1,PRKCA,PRKCB,CDK1,CNEP1R1,LMNA"
Nuclear Envelope Breakdown	R-HSA-2980766	Reactome	"NUP88,EMD,TMPO,NUP133,PLK1,NUP85,POM121,NUP43,LEMD3,LEMD2,NEK6,NEK7,NUP62,LPIN3,CTDNEP1,LPIN1,NUP98,NDC1,NEK9,NUP188,NUP214,NUP210,RANBP2,VRK1,CNEP1R1,VRK2,PRKCA,NUP160,PRKCB,NUP93,BANF1,AAAS,NUP50,RAE1,NUPL2,LPIN2,LMNA,SEH1L,CCNB2,CCNB1,LMNB1,NUP54,NUP58,NUP35,NUP37,NUP153,CDK1,NUP107,NUP155,NUP205,TPR"
Mitotic Prophase	R-HSA-68875	Reactome	"HIST1H4C,HIST1H4B,HIST1H4A,HIST1H4F,HIST1H4E,HIST1H4D,PLK1,HIST1H4J,HIST1H4I,KMT5A,AAAS,HIST1H4L,LEMD3,LEMD2,H2AFB1,HIST1H4K,GOLGA2,ENSA,NUP214,NUP210,H2BFS,HIST1H4H,VRK1,NUP98,PPP2R2D,NUP93,HIST3H2BB,TPR,NUPL2,H2AFV,PPP2CA,NUP54,H2AFX,H2AFZ,HIST3H3,NUP205,NUP88,EMD,NCAPG2,SEH1L,GORASP2,GORASP1,NUP85,NEK6,NEK7,CDK1,NEK9,H3F3B,H3F3A,PPP2CB,POM121,NCAPD3,HIST1H2BD,HIST1H2BE,HIST1H2BF,HIST1H2BG,HIST2H3C,HIST1H2BA,HIST1H2BB,HIST1H2BC,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST1H2BH,HIST1H2BI,HIST1H2BJ,HIST1H2BK,LMNB1,NUP153,HIST2H3D,H2AFJ,NUP155,MCPH1,HIST2H3A,NUP133,TMPO,NDC1,HIST1H3H,SET,NUP62,CTDNEP1,ARPP19,SMC2,MASTL,SMC4,MAPK3,MAPK1,HIST2H2AA3,HIST2H2AA4,RANBP2,NUP107,RAB1A,RAB1B,CCNB1,USO1,CNEP1R1,NUP50,RAB2A,NUP58,BANF1,PPP2R1A,PPP2R1B,HIST2H2BE,MIR4738,HIST1H2AK,HIST1H2AJ,HIST1H2AE,HIST1H2AD,HIST2H4B,HIST1H2AC,HIST2H4A,HIST4H4,LPIN2,LPIN3,LPIN1,BLZF1,VRK2,RB1,NUP43,NUP188,HIST1H2AB,PHF8,PRKCA,NUP160,PRKCB,HIST1H3B,HIST1H3C,HIST1H3A,HIST1H3F,HIST1H3G,HIST1H3D,HIST1H3E,HIST1H3J,LMNA,HIST1H3I,HIST2H2AC,CCNB2,NCAPH2,NUP35,NUP37,RAE1"
leukotriene biosynthesis	PWY66-375	HumanCyc	"LTA4H,LTC4S,ALOX5,DPEP1,DPEP2"
Binding and entry of HIV virion	R-HSA-173107	Reactome	"CD4,CCR5,PPIAP22,PPIA,CXCR4"
Heme degradation	R-HSA-189483	Reactome	"UGT1A1,HMOX1,HMOX2,UGT1A9,UGT1A4,BLVRB,UGT1A6,BLVRA"
GPCR signaling-G alpha q	None	INOH	"LIF,RGS6,EPO,ARAF,CCK,RGS18,BDNF,AGT,EGF,GDNF,IFNW1,CXCR2,WNT10A,WNT10B,WNT8B,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,EDN2,IFNA17,IFNA16,IFNA14,BMP7,LHB,BMP8B,GIP,IFNG,NRG1,BMP4,FASLG,SCT,KITLG,NRG3,GH1,DBI,PYY,BMP5,NRG2,BMP3,BMP2,CXCL8,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,MAPK1,GRM3,WNT7A,IFNA1,WNT7B,PRKCI,NGF,TNFSF10,PLCB1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,IGF1,IL16,IL1A,FZD10,RGS19,GAST,TGFA,ADORA2A,ADORA2B,GCG,GNAI2,IHH,IFNA10,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,OXT,IGF2,TRH,PLCB2,PLCB3,PLCB4,GRP,FZD1,GAL,PRKCE,VEGFD,MSTN,VEGFA,PRKCG,FGF9,FGF8,SHH,ITPR3,FGF5,FGF4,FGF3,FGF2,FGF1,INHA,GNAQ,SST,FZD7,AVP,INS,FZD8,TNF,GDF10,FZD9,AGTR2,WNT5A,IL13,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,SMO,FGF7,FGF6,NRG4,IL1B,CD86,RAF1,GNAI1,AREG,FZD2,FZD3,FZD4,FZD5,FZD6,HBEGF,CGA,CD80,WNT9B,IFNB1,PDGFA,MAPK3,FGF19,FGF18,WNT6,FGF13,FGF11,FGF10,FGF17,FGF16,FGF14,RGS16,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,POMC,NDP,NPPA,RGS5,RGS17,RGS14,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,KNG1,IFNA7,IFNA6,IFNA5,IFNA4,LEP,IL7,IL4,IL5,EREG,GNRH1,IL9,TGFB1,TGFB2,TGFB3,PRKCQ,IL12B,IL12A,MAP2K2,MAP2K1,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,TAC1,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,RGS7,RGS1,RGS2,RGS3,JAG2,PPY,JAG1,RGS8,RGS9,GNGT2,WNT2B,PRKCH,PDGFB,EDN1,BTC,DHH,PRKCA,PRL,PRKCB,MLN,PRKCD,TXLNA,IL11,WNT4,PRKCZ,WNT16,HGF,AGTR1,CSH2,ITPR1,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,BRAF,WNT9A,GDF2,CALCA,CALCB,WNT11"
Signaling by NODAL	R-HSA-1181150	Reactome	"FOXO3,ACVR2B,CER1,ACVR1C,ACVR1B,SMAD4,NODAL,GDF1,PCSK6,LEFTY2,DAND5,SMAD2,LEFTY1,SMAD3,CFC1,TDGF1P3,TDGF1,DRAP1,FOXH1,ACVR2A,FURIN"
Formation of the Early Elongation Complex	R-HSA-113418	Reactome	"MIR943,NCBP1,NCBP2,NELFB,ERCC2,NELFA,NELFE,MIR1236,SUPT5H,ERCC3,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK7,CCNH"
pentose phosphate pathway (oxidative branch)	OXIDATIVEPENT-PWY-1	HumanCyc	"PGD,G6PD,PGLS,H6PD"
RHO GTPases activate KTN1	R-HSA-5625970	Reactome	"KTN1,RAC1,KLC4,KIF5B,KIF5A,KLC1,RHOA,KLC3,RHOG,KLC2,CDC42"
"D-<i>myo</i>-inositol (1,4,5,6)-tetrakisphosphate biosynthesis"	PWY-6366	HumanCyc	"ITPK1,IPMK,MINPP1"
"D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis"	PWY-6365	HumanCyc	"ITPK1,IPMK"
phosphatidylcholine biosynthesis	PWY3O-450	HumanCyc	"PCYT1A,PCYT1B,CEPT1,CHPT1,CHKA,CHKB"
acetate conversion to acetyl-CoA	PWY0-1313	HumanCyc	"ACSS3,ACSS2,ACSS1"
UTP and CTP dephosphorylation II	PWY-7177	HumanCyc	"ENTPD1,CANT1,CTPS1,CTPS2"
GPCR signaling-G alpha s Epac and ERK	None	INOH	"LIF,RGS6,RAPGEF4,EPO,CCK,RAPGEF3,RGS18,BDNF,AGT,EGF,IFNW1,CXCR2,WNT10A,WNT10B,WNT8B,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,IFNA10,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,PYY,IFNG,ADCY6,NRG1,BMP4,FASLG,SCT,KITLG,MAPK3,NRG3,BMP2,DBI,ADCY5,BMP5,ADCY7,BMP3,ADCY1,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,NGF,IL13,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,IL16,IL1A,FZD10,RGS19,GAST,TGFA,ADORA2A,ADORA2B,GCG,IHH,OXT,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,IGF2,TRH,IGF1,GRP,FZD1,GAL,FGF7,VEGFD,MSTN,VEGFA,FGF9,FGF8,GH1,FGF6,FGF5,FGF4,FGF3,NRG2,FGF1,INHA,EDN2,GNAQ,GNAS,SST,AVP,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,RAP1B,RAP1A,SMO,SHH,TNFSF10,ADCY10,NRG4,IL1B,CD86,GNAI2,GNAI1,AREG,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,IFNB1,HBEGF,FGF19,MAPK1,WNT6,FGF13,FGF11,FGF10,FGF17,FGF16,FGF14,RGS16,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,POMC,NDP,BRAF,RGS5,RGS17,FGF2,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,KNG1,IFNA7,IFNA6,IFNA5,IFNA4,LEP,IL7,IL4,IL5,EREG,GNRH1,BMP7,RGS14,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,MAP2K2,MAP2K1,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,TAC1,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,RGS7,RGS1,RGS2,RGS3,JAG2,FGF18,PPY,JAG1,RGS8,RGS9,GDNF,WNT2B,PDGFA,PDGFB,BTC,DHH,PRL,MLN,TXLNA,IL11,WNT4,TNF,WNT16,HGF,GIP,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,GNGT2,WNT9A,GDF2,CALCA,CALCB,WNT11"
